github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
jina-ai/dev-gpt	DevGPT	https://github.com/jina-ai/dev-gpt	Apache-2.0	jina-ai	Organization	Your Virtual Development Team	Python	1868		2023-03-17T09:42:56Z	2023-08-01T09:42:54Z	False		
kuafuai/DevOpsGPT	DevOpsGPT	https://github.com/kuafuai/DevOpsGPT	NOASSERTION	kuafuai	Organization	Multi agent system for AI-driven software development. Combine LLM with DevOps tools to convert natural language requirements into working software. Supports any development language and extends the existing code.	HTML	5965	https://www.kuafuai.net	2023-07-12T08:12:04Z	2024-08-14T09:11:08Z	False		
dot-agent/dotagent	dotagent	https://github.com/dot-agent/dotagent	Apache-2.0	dot-agent	Organization	🤖Self-Modifying Framework from the Future 🔮 World's First AMS	Python	2346	https://dotagent.ai	2023-08-07T12:36:03Z	2024-05-01T09:46:55Z	False	agent;agi;ai;ai-agents;autogpt;fastapi;fastapi-framework;fastapi-template;fullstack-development;gpt;llm;llmops;mlops;openai;pydantic;python;sqlmodel;streamlit;webdev;webdevelopment	
uilicious/english-compiler	English Compiler	https://github.com/uilicious/english-compiler	MIT	uilicious	Organization	POC AI based Compiler, for converting english based markdown specs, into functional code	JavaScript	298		2023-02-17T09:48:14Z	2024-02-05T12:40:52Z	False		
amirrezasalimi/friday	Friday	https://github.com/amirrezasalimi/friday/	None	amirrezasalimi	User	Friday is a developer assistant can make whole nodejs project for you with unlimited prompts	JavaScript	65		2023-05-20T15:05:51Z	2023-05-24T22:59:04Z	False		
genia-dev/GeniA	GeniA	https://github.com/genia-dev/GeniA	Apache-2.0	genia-dev	Organization	Your Engineering Gen AI Team member 🧬🤖💻	Python	409	https://genia-dev.github.io/GeniA/	2023-07-24T21:23:30Z	2023-11-22T15:25:21Z	False	agent;ai;aws;azure;chatgpt;gcp;gpt;gpt-3;gpt-4;kubernetes;llm;openai;python	
Kav-K/GPTDiscord	GPT Discord	https://github.com/Kav-K/GPTDiscord	MIT	Kav-K	User	A robust, all-in-one GPT interface for Discord. ChatGPT-style conversations, image generation, AI-moderation, custom indexes/knowledgebase, youtube summarizer, and more!	Python	1854		2022-12-08T08:06:26Z	2026-02-06T23:33:50Z	False	artificial-intelligence;asyncio;chatbot;code-interpreter;collaborate;dalle2;digitalocean;discord;embeddings;extractive-question-answering;github;gpt3;hacktoberfest;help-wanted;moderator-bot;multi-modal;openai;openai-api;pinecone;python	
0xpayne/gpt-migrate	GPT Migrate	https://github.com/0xpayne/gpt-migrate	MIT	joshpxyne	User	Easily migrate your codebase from one framework or language to another.	Python	6979	https://gpt-migrate.com	2023-06-24T22:17:12Z	2024-09-17T23:13:51Z	False		
assafelovic/gpt-researcher	GPT Researcher	https://github.com/assafelovic/gpt-researcher	Apache-2.0	assafelovic	User	An autonomous agent that conducts deep research on any data using any LLM providers	Python	29047	https://gptr.dev	2023-05-12T10:33:54Z	2026-07-18T07:56:55Z	False	agent;ai;automation;deepresearch;llms;mcp;mcp-server;python;research;search;webscraping	
nicepkg/gpt-runner	GPT Runner	https://github.com/nicepkg/gpt-runner	MIT	nicepkg	Organization	Conversations with your files! Manage and run your AI presets!	TypeScript	384	https://github.com/nicepkg/gpt-runner	2023-05-14T08:06:03Z	2023-09-11T13:14:48Z	False	ai;anthropic;chatgpt;langchain;llm;openai;prompt;promptengineering	
kreneskyp/ix	IX	https://github.com/kreneskyp/ix	MIT	kreneskyp	User	Autonomous GPT-4 agent platform	Python	1044		2023-04-05T03:05:22Z	2026-01-01T05:38:33Z	False	ai;gpt-4;openai;python	
langroid/langroid	Langroid	https://github.com/langroid/langroid	MIT	langroid	Organization	Harness LLMs with Multi-Agent Programming	Python	4101	https://langroid.github.io/langroid/	2023-04-16T20:47:28Z	2026-08-18T21:00:28Z	False	agents;ai;chatgpt;function-calling;gpt;gpt-4;gpt4;information-retrieval;language-model;llama;llm;llm-agent;llm-framework;local-llm;multi-agent-systems;openai-api;rag;retrieval-augmented-generation	
felixbrock/lemon-agent	Lemon Agent	https://github.com/felixbrock/lemon-agent	MIT	felixbrock	User	Plan-Validate-Solve (PVS) Agent for accurate, reliable and reproducable workflow automation	TypeScript	350		2023-06-26T20:06:40Z	2023-09-25T15:54:19Z	False		
mpaepper/llm_agents	LLM Agents	https://github.com/mpaepper/llm_agents	MIT	mpaepper	User	Build agents which are controlled by LLMs	Python	1053	https://www.paepper.com/blog/posts/intelligent-agents-guided-by-llms/	2023-04-04T21:25:35Z	2025-06-23T14:01:18Z	False	deep-learning;langchain;llms;machine-learning	
farizrahman4u/loopgpt	Loop GPT	https://github.com/farizrahman4u/loopgpt/tree/main	None	vitalops	Organization	Modular Auto-GPT Framework	Python	1452		2023-04-14T22:11:29Z	2026-07-03T09:29:12Z	False	chatgpt;gpt;gpt4;llms	
samholt/l2mac	L2MAC	https://github.com/samholt/l2mac	MIT	samholt	User	🚀 The LLM Automatic Computer Framework: L2MAC	Python	158	https://samholt.github.io/L2MAC/	2024-03-08T12:01:02Z	2024-12-27T00:50:24Z	False	agent;book;codebase;coding;generator;gpt;l2mac;llm;multi-agent	
memfreeme/memfree	MemFree	https://github.com/memfreeme/memfree	MIT	memfreeme	Organization	MemFree - Hybrid AI Search Engine & AI Page Generator	TypeScript	1507	https://www.memfree.me?ref=github.com	2024-06-15T04:16:59Z	2026-07-06T12:02:53Z	False	ai;ai-search;ai-search-engine;devfast;generate-ui;hacktoberfest;hacktoberfest-accepted;hybrid-ai-search;page-generator;react;search-engine;serverless-vector;shadcn-ui;vector-search	
cpacker/MemGPT	MemGPT	https://github.com/cpacker/MemGPT	Apache-2.0	letta-ai	Organization	Platform for stateful agents: AI with advanced memory that can learn and self-improve over time.	None	24307	https://docs.letta.com/	2023-10-11T07:38:37Z	2026-08-16T03:56:11Z	False	ai;ai-agents;llm;llm-agent	
biobootloader/mentat	Mentat	https://github.com/biobootloader/mentat	Apache-2.0	AbanteAI	Organization		Python	2546	https://mentat.ai	2023-07-25T18:00:13Z	2025-01-07T22:52:59Z	True		
geekan/MetaGPT	MetaGPT	https://github.com/geekan/MetaGPT	MIT	FoundationAgents	Organization	🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming	Python	69901	https://atoms.dev/	2023-06-30T09:04:55Z	2026-01-21T10:12:33Z	False	agent;gpt;llm;metagpt;multi-agent	
muellerberndt/mini-agi	Mini AGI	https://github.com/muellerberndt/mini-agi	MIT	muellerberndt	User	MiniAGI is a simple general-purpose AI agent based on the OpenAI API.	Python	2900		2023-04-14T05:33:58Z	2023-06-14T05:47:59Z	False	agent;agi;artificial-intelligence;gpt-3;gpt-4	
composable-models/llm_multiagent_debate	Multiagent Debate	https://github.com/composable-models/llm_multiagent_debate	None	composable-models	Organization	ICML 2024: Improving Factuality and Reasoning in Language Models through Multiagent Debate	Python	545		2023-05-23T15:48:15Z	2025-04-24T21:49:03Z	False		
codeintegrity-ai/mutahunter	MutahunterAI	https://github.com/codeintegrity-ai/mutahunter	AGPL-3.0	codeintegrity-ai	Organization	Open Source, Language Agnostic Mutation Testing	Python	299		2024-06-21T20:49:59Z	2025-04-17T15:46:03Z	False	artificial-intelligence;automated-testing;mutation-testing;software-testing;static-code-analysis;test-automation;unit-testing	
xlang-ai/OpenAgents	OpenAgents	https://github.com/xlang-ai/OpenAgents	Apache-2.0	xlang-ai	Organization	[COLM 2024] OpenAgents: An Open Platform for Language Agents in the Wild	Python	4855	https://arxiv.org/abs/2310.10634	2023-08-08T09:15:28Z	2024-11-18T09:39:29Z	False	agent;assistant-chat-bots;code-generation;executable-langauge-grounding;gpt;hacktoberfest;language-model;language-model-agent;llm;semantic-parsing;tool-learning;ui	
agiresearch/OpenAGI	OpenAGI	https://github.com/agiresearch/OpenAGI	MIT	agiresearch	Organization	OpenAGI: When LLM Meets Domain Experts	Python	2283	https://docs.aios.foundation	2023-04-08T02:58:55Z	2024-11-28T15:48:29Z	False		
OpenDevin/OpenDevin	OpenDevin	https://github.com/OpenDevin/OpenDevin	MIT	OpenHands	Organization	🙌 OpenHands: AI-Driven Development	TypeScript	84512	https://openhands.dev	2024-03-13T03:33:31Z	2026-08-20T00:15:58Z	False	agent;artificial-intelligence;chatgpt;claude-ai;cli;developer-tools;gpt;llm;openai	
stackwiseai/stackwise	Stackwise	https://github.com/stackwiseai/stackwise	MIT	stackwiseai	Organization	The open source AI app collection	TypeScript	186	https://www.stackwise.ai/stacks	2023-11-27T22:59:14Z	2024-02-18T21:01:03Z	False	ai;artificial-intelligence;gpt-4;machine-learning;openai;productivity;typescript;vscode	
princeton-nlp/SWE-agent	SWE Agent	https://github.com/princeton-nlp/SWE-agent	MIT	SWE-agent	Organization	SWE-agent takes a GitHub issue and tries to automatically fix it, using your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] 	Python	20079	https://swe-agent.com	2024-04-02T04:09:47Z	2026-08-17T22:33:19Z	False	agent;agent-based-model;ai;cybersecurity;developer-tools;llm;lms	
seanpixel/Teenage-AGI	Teenage AGI	https://github.com/seanpixel/Teenage-AGI/blob/main/README.md#experiments	MIT	seanpixel	User		Python	909		2023-04-11T23:54:40Z	2023-05-03T10:16:19Z	False		
team-openpm/workgpt	WorkGPT	https://github.com/team-openpm/workgpt	MIT	team-openpm	Organization	A GPT agent framework for invoking APIs	TypeScript	731		2023-05-02T13:27:12Z	2023-06-23T21:58:43Z	False		
OpenBMB/XAgent	XAgent	https://github.com/OpenBMB/XAgent	Apache-2.0	OpenBMB	Organization	An Autonomous LLM Agent for Complex Task Solving	Python	8535	https://blog.x-agent.net/blog/xagent/	2023-10-16T03:44:57Z	2026-07-31T03:30:54Z	False		
yeagerai/yeagerai-agent	yAgents	https://github.com/yeagerai/yeagerai-agent	MIT	genlayerlabs	Organization		Python	592		2023-04-05T23:28:21Z	2026-06-05T20:25:58Z	False	yeager-squad-dev	
features/preview	GitHub Copilot X	https://github.com/features/preview/copilot-x												gh: Not Found (HTTP 404)
blob42/Instrukt	Instrukt	https://github.com/blob42/Instrukt	AGPL-3.0	blob42	User	Integrated AI environment in the terminal. Build, test and instruct agents.	Python	330	https://blob42.github.io/Instrukt/	2023-04-05T01:29:31Z	2025-05-14T03:06:35Z	False	agent-executor;agents;ai;containers;developer-tools;gpt;langchain;llm;rag;terminal;tui	
NousResearch/hermes-agent	Hermes Agent	https://github.com/NousResearch/hermes-agent	MIT	NousResearch	Organization	The agent that grows with you	Python	233060	https://hermes-agent.nousresearch.com	2025-07-22T22:22:28Z	2026-08-20T01:01:43Z	False	ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;codex;hermes;hermes-agent;llm;nous-research;openai	
ultraworkers/claw-code	Claw Code	https://github.com/ultraworkers/claw-code	MIT	ultraworkers	Organization	An agent-managed museum exhibit, built in Rust with Gajae-Code / LazyCodex — developed and maintained with no human intervention.	Rust	195085		2026-03-31T08:58:08Z	2026-08-16T06:18:45Z	False		
badlogic/pi-mono	Pi	https://github.com/badlogic/pi-mono	MIT	earendil-works	Organization	AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI	TypeScript	93793		2025-08-09T14:03:50Z	2026-08-19T22:29:09Z	False		
All-Hands-AI/OpenHands	OpenHands	https://github.com/All-Hands-AI/OpenHands	MIT	OpenHands	Organization	🙌 OpenHands: AI-Driven Development	TypeScript	84512	https://openhands.dev	2024-03-13T03:33:31Z	2026-08-20T00:15:58Z	False	agent;artificial-intelligence;chatgpt;claude-ai;cli;developer-tools;gpt;llm;openai	
OpenHands/OpenHands-CLI	CLI-only package	https://github.com/OpenHands/OpenHands-CLI	MIT	OpenHands	Organization	Lightweight OpenHands CLI in a binary executable	Python	238	https://docs.openhands.dev/openhands/usage/cli/installation	2025-09-02T20:50:27Z	2026-08-17T09:36:39Z	False		
OpenInterpreter/open-interpreter	Open Interpreter	https://github.com/OpenInterpreter/open-interpreter	Apache-2.0	openinterpreter	Organization	A coding agent for open models like Kimi K3	Rust	68078	http://openinterpreter.com/	2023-07-14T07:10:44Z	2026-08-20T00:50:37Z	False	acp;coding-agent;deepseek;kimi;qwen;rust	
code-yeongyu/oh-my-openagent	Oh My OpenAgent	https://github.com/code-yeongyu/oh-my-openagent	NOASSERTION	code-yeongyu	User	omo/lazycodex: The coding agent for tokenmaxxers;the one and only agent harness for complex codebases. For your Codex, for your OpenCode	TypeScript	68114	https://omo.dev	2025-12-03T01:40:05Z	2026-08-19T23:20:17Z	False	ai;ai-agents;anthropic;chatgpt;claude;claude-skills;codex;cursor;gemini;ide;openai;opencode;orchestration;tui;typescript	
Hmbown/CodeWhale	Codewhale	https://github.com/Hmbown/CodeWhale	MIT	Hmbown	User	Open-source, community-driven agent harness	Rust	40829	https://codewhale.net/	2026-01-19T18:21:01Z	2026-08-19T15:09:00Z	False	ai;ai-agent;alibaba-cloud;anthropic;cli;coding-agent;deepseek;deepseek-harness;dsh;grok;harness;kimi;llm;openai;qwen;rust;terminal;tui	
RooCodeInc/Roo-Code	Roo Code CLI	https://github.com/RooCodeInc/Roo-Code	Apache-2.0	RooCodeInc	Organization	Roo Code gives you a whole dev team of AI agents in your code editor.	TypeScript	24331	https://roocode.com	2024-10-31T17:56:50Z	2026-05-15T18:08:47Z	True		
PrimeIntellect-ai/prime-agent	Prime Agent	https://github.com/PrimeIntellect-ai/prime-agent	MIT	PrimeIntellect-ai	Organization	A self-improving RLM agent for coding workflows and long-running autonomous tasks.	TypeScript	17385		2026-05-08T01:42:41Z	2026-08-20T00:33:12Z	False		
Kuberwastaken/claurst	Claurst	https://github.com/Kuberwastaken/claurst	GPL-3.0	Kuberwastaken	User	Agentic Coding for Builders who Ship	Rust	10250	https://claurst.kuber.studio/	2026-03-31T09:23:58Z	2026-07-31T16:18:32Z	False	claude;claude-code;claurst;cli;codex;gemini;rust;tui	
paoloanzn/free-code	Free Code	https://github.com/paoloanzn/free-code	None	freecodexyz	Organization	The free build of Claude Code. All telemetry removed, security-prompt guardrails stripped, all experimental features enabled.	TypeScript	8707	https://x.com/paoloanzn/status/2039022418698907949?s=20	2026-03-31T11:11:49Z	2026-07-29T20:31:34Z	False		
antinomyhq/forge	ForgeCode	https://github.com/antinomyhq/forge	Apache-2.0	tailcallhq	Organization	AI enabled pair programmer for Claude, GPT, O Series, Grok, Deepseek, Gemini and 300+ models	Rust	7497	https://forgecode.dev	2024-12-08T20:33:37Z	2026-08-19T23:28:18Z	False	ai-pair-programming;ai-workflows;artifical-intelligense;claude-3-7-sonnet;claude-4;claude-4-sonnet;cli-assistant;command-line;grok;llm;multi-agent-reinforcement-learning;open-router;open-source-claude-code;openai;qwen;shell	
opensquilla/opensquilla	OpenSquilla	https://github.com/opensquilla/opensquilla	Apache-2.0	opensquilla	Organization	OpenSquilla — Token-Efficient AI Agent with same budget, higher intelligence density	Python	6616	https://opensquilla.ai	2026-05-06T17:43:05Z	2026-08-20T00:55:17Z	False	agent;ai;ai-agents;deep-learning;foundation-models;llm;mcp;memory;openclaw;python;skills	
shareAI-lab/Kode-cli	Kode CLI	https://github.com/shareAI-lab/Kode-cli	Apache-2.0	shareAI-lab	Organization	Kode CLI — Design for post-human workflows. One unit agent for every human & computer task.	TypeScript	5210		2025-07-12T14:21:51Z	2026-08-17T17:10:07Z	False		
gptme/gptme-agent-template	gptme-agent-template	https://github.com/gptme/gptme-agent-template	None	gptme	Organization	Agent workspace template for gptme - create persistent autonomous agents that build, learn, socialize, and assist you with whatever you need.	Shell	50	https://gptme.org	2024-11-21T09:16:40Z	2026-07-02T02:07:21Z	False		
just-every/code	Every Code	https://github.com/just-every/code	Apache-2.0	just-every	Organization	Every Code - push frontier AI to it limits. A fork of the Codex CLI with validation, automation, browser integration, multi-agents, theming, and much more. Orchestrate agents from OpenAI, Claude, Gemini or any provider.	Rust	3896	https://justevery.com	2025-08-10T05:04:55Z	2026-08-11T21:11:21Z	False	ai;anthropic;claude;cli;code;codex;deepseek;every;gemini;google;grok;opanai;qwen	
moazbuilds/CodeMachine-CLI	CodeMachine-CLI	https://github.com/moazbuilds/CodeMachine-CLI	Apache-2.0	moazbuilds	User	CodeMachine is an open-source tool that orchestrates AI coding agents into repeatable, long-running workflows. ⚡️	TypeScript	2512	https://codemachine.co/	2025-09-28T15:28:47Z	2026-02-25T21:09:41Z	False	ai;automation;cli;cli-tool;code-generation;developer-tools;generative-ai;multi-agent-systems;orchestration;scaffolding;workflow-automation	
ymichael/open-codex	open-codex	https://github.com/ymichael/open-codex	Apache-2.0	ymichael	User	Lightweight coding agent that runs in your terminal	TypeScript	2354	https://www.npmjs.com/package/open-codex	2025-04-16T23:47:37Z	2025-05-03T23:35:44Z	False		
huggingface/tau	Tau	https://github.com/huggingface/tau	MIT	huggingface	Organization	A Python port of Pi’s minimalist coding agent.	Python	2368	http://twotimespi.dev/	2026-06-11T16:33:44Z	2026-08-18T14:06:53Z	False		
1ay1/agentty	agentty	https://github.com/1ay1/agentty	MIT	1ay1	User	AI pair programming in your terminal — one static binary, sub-ms startup, any model	C++	606	https://agentty.org	2026-04-17T12:44:40Z	2026-08-19T23:49:26Z	False	agentic-coding;ai-agent;anthropic;claude;claude-code;claude-code-alternative;cli;coding-agent;cpp;developer-tools;llm;mcp;ollama;openai;rag;retrieval-augmented-generation;sandbox;static-binary;terminal;tui	
